DiseaseID	DiseaseName
DOID:0111588	Greenberg dysplasia
MESH:C537352	Metaphyseal chondrodysplasia Schmid type
MESH:D019150	Neuroaxonal Dystrophies
MESH:C537274	Ter Haar syndrome
DOID:0060073	Lymphatic system cancer
MESH:D013959	Thyroid Diseases
MESH:C567317	Alopecia, Androgenetic, 3
ICD10:H5	Unspecified esotropia
MESH:C565803	Carney Triad
MESH:C563786	Hyperthyroidism, Nonautoimmune
DOID:13378	Kawasaki disease
MESH:C536888	Klippel Feil syndrome recessive type
MESH:C565810	Generalized Epilepsy With Febrile Seizures Plus, Type 2
MESH:C566467	Combined Oxidative Phosphorylation Deficiency 3
MESH:C566766	Long Qt Syndrome 5
DOID:1858	McCune Albright syndrome
DOID:9008	Psoriatic arthritis
MESH:D003251	Constriction, Pathologic
ICD10:D813	Adenosine deaminase [ADA] deficiency
MESH:D007938	Leukemia
MESH:C567510	Prostate Cancer, Hereditary, 12
MESH:C536017	Achondrogenesis type 2
MESH:C565809	Generalized Epilepsy With Febrile Seizures Plus, Type 1
DOID:10871	Age related macular degeneration
MESH:C564154	Thyroid Hormone Resistance, Selective Pituitary
MESH:D005359	Fibrous Dysplasia, Polyostotic
MESH:D015319	Fructose-1,6-Diphosphatase Deficiency
MESH:C563924	Colorectal Adenomatous Polyposis, Autosomal Recessive
MESH:C536149	Melanoma astrocytoma syndrome
DOID:3803	Crigler-Najjar syndrome
MESH:D020176	Tyrosinemias
MESH:C565712	Immunodeficiency due to Defect in CD3-Zeta
DOID:0111723	Jacobsen Syndrome
MESH:C567208	Spherocytosis, Type 4
MESH:C567060	Tooth Agenesis, Selective, X-Linked, 1
DOID:2229	Factor XI deficiency
DOID:11726	Emery-Dreifuss muscular dystrophy
DOID:12336	Male infertility
ICD10:F9	Attn-defct hyperactivity disorder  predom inattentive type
DOID:3952	Adrenal cortex disease
MESH:C562503	Otocephaly
MESH:C567757	Microphthalmia, Isolated 4
DOID:0110731	Neuronal ceroid lipofuscinosis 3
MESH:C566640	Platelet-Activating Factor Acetylhydrolase Deficiency
DOID:607	Paraplegia
MESH:C567437	Congenital Disorder Of Glycosylation, Type In
MESH:C566185	Heart Block, Nonprogressive
MESH:D008133	Long QT Syndrome
MESH:D018296	Pilomatrixoma
MESH:C565447	Pyruvate Dehydrogenase E3-Binding Protein Deficiency
ICD10:D8	Hereditary hypogammaglobulinemia
MESH:D008232	Lymphoproliferative Disorders
DOID:0090028	Familial isolated deficiency of vitamin E
DOID:11476	Osteoporosis
MESH:C535819	Pseudoachondroplasia
ICD10:Q75	Craniosynostosis
DOID:0111072	myostatin-related muscle hypertrophy
MESH:C537534	Seckel syndrome 2
MESH:D010309	Parotitis
MESH:D002971	Cleft Lip
MESH:C567343	Jervell And Lange-Nielsen Syndrome 2
DOID:0060379	Acrofacial dysostosis
MESH:D016889	Endometrial Neoplasms
MESH:D018888	Aphasia, Primary Progressive
MESH:D019896	alpha 1-Antitrypsin Deficiency
MESH:C564275	Neutrophil Immunodeficiency Syndrome
DOID:1558	Angioedema
ICD10:C61	Malignant neoplasm of prostate
MESH:C536162	Keratosis palmoplantaris striata 1
MESH:C535766	Czech dysplasia, metatarsal type
DOID:9452	Fatty liver disease
ICD10:Q4	Congenital hypertrophic pyloric stenosis
DOID:0050573	2-hydroxyglutaric aciduria
DOID:3527	Cerebral arterial disease
DOID:10772	Thrombotic thrombocytopenic purpura
MESH:D020192	Lafora Disease
MESH:D004819	Epidermodysplasia Verruciformis
DOID:615	Leukopenia
DOID:0080011	Bone resorption disease
DOID:0060235	Carnitine palmitoyltransferase II deficiency
MESH:D020294	Myasthenic Syndromes, Congenital
MESH:D005736	Gardner Syndrome
MESH:D001259	Ataxia
DOID:0111875	MLS syndrome
DOID:1923	Disorder of sexual development
MESH:C537136	Oroticaciduria 1
MESH:C562515	Congenital Hemidysplasia with Ichthyosiform Erythroderma and Limb Defects
ICD10:D16	Benign neoplasm of scapula and long bones of unsp upper limb
MESH:C562593	Xeroderma Pigmentosum, Complementation Group G
MESH:C536211	Congenital contractural arachnodactyly
MESH:D008067	Lipoma
ICD10:E310	Autoimmune polyglandular failure
MESH:C564640	Nephronophthisis 4
MESH:C567163	Thrombophilia, Hereditary, Due To Protein C Deficiency, Autosomal Dominant
MESH:C536039	Osteogenesis imperfecta, Levin type
DOID:331	Central nervous system disease
ICD10:Q43	Meckel's diverticulum (displaced) (hypertrophic)
MESH:C535443	Bile acid synthesis defect, congenital, 2
MESH:C566715	Retinitis Pigmentosa 10
MESH:C563493	Optic Nerve Aplasia, Bilateral
MESH:C567023	Spinal Muscular Atrophy, Distal, Autosomal Recessive, 4
MESH:D013117	Spinal Cord Compression
MESH:C564265	Deafness, Autosomal Recessive 39
DOID:10604	Lactose intolerance
DOID:4329	Erdheim-Chester disease
ICD10:L20	Besnier's prurigo
DOID:10581	Metachromatic leukodystrophy
MESH:C565264	Congenital Disorder Of Glycosylation, Type IIB
MESH:C566906	Cakut
DOID:0080208	non-alcoholic fatty liver disease
MESH:D011115	Polyneuropathies
MESH:C567752	Hemophagocytic Lymphohistiocytosis, Familial, 5
MESH:C566056	Thrombophilia due to Activated Protein C Resistance
DOID:0080632	Fazio-Londe disease
MESH:D065626	Non-alcoholic Fatty Liver Disease
MESH:C566593	Hypomagnesemia 1, Intestinal
MESH:C563674	Macular Degeneration, Age-Related, 6
MESH:C567419	Cardiomyopathy, Familial Hypertrophic, 11
MESH:D020790	Diabetes Insipidus, Neurogenic
MESH:C565973	Adrenocortical Carcinoma, Pediatric
MESH:D002915	Chylous Ascites
DOID:0080326	Familial hypertrophic cardiomyopathy
ICD10:G	Hemophilus meningitis
MESH:C566460	Deafness, Autosomal Recessive 42
ICD10:G12	Infantile spinal muscular atrophy  type I [Werdnig-Hoffman]
DOID:8502	Bullous skin disease
MESH:C564676	Dyskinesia, Familial, with Facial Myokymia
MESH:C537384	Muscular dystrophy congenital, merosin negative
MESH:C564664	Myopathy, Distal, with Anterior Tibial Onset
MESH:D014594	Uterine Neoplasms
DOID:14699	thrombocytopenia-absent radius syndrome
MESH:C535326	Holt-Oram syndrome
MESH:D031845	Hajdu-Cheney Syndrome
MESH:C566044	Cardiomyopathy, Familial Hypertrophic, 9
MESH:C537633	Bjornstad syndrome
MESH:C565010	Fingerprints, Absence of
MESH:C537909	Bardet-Biedl syndrome 1
MESH:C563039	Coumarin Resistance
DOID:0080110	Multiple pterygium syndrome
DOID:10588	Adrenoleukodystrophy
ICD10:H35	Unspecified background retinopathy
DOID:0060161	Kennedy's disease
MESH:C562683	Cystinosis, Late-Onset Juvenile or Adolescent Nephropathic Type
DOID:893	Wilson disease
MESH:C535863	Robinow syndrome, autosomal recessive
DOID:1414	Ovarian dysfunction
MESH:C537207	Kniest dysplasia
ICD10:C470	Malignant neoplasm of prph nerves of head  face and neck
MESH:D025962	Septo-Optic Dysplasia
DOID:2277	Gonadal disease
MESH:C537369	Muenke Syndrome
MESH:C564755	Usher Syndrome, Type Ib
MESH:C535494	Epidermolysis bullosa, pretibial
MESH:D008269	Macular Edema
MESH:C562902	Oligosynaptic Infertility
MESH:C563415	Cone-Rod Dystrophy 5
MESH:C536911	Familial medullary thyroid carcinoma
MESH:C565255	Genitopatellar Syndrome
DOID:12705	Friedreich ataxia
ICD10:Q87	Congen malform syndromes predom affecting facial appearance
DOID:0110001	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome
MESH:D003409	Congenital Hypothyroidism
ICD10:G60	Hereditary motor and sensory neuropathy
ICD10:G56	Carpal tunnel syndrome  unspecified upper limb
MESH:C566345	Acromelic Frontonasal Dysostosis
DOID:10126	Keratoconus
MESH:C536914	Thyroid cancer, medullary
ICD10:K7	Alcoholic fatty liver
MESH:D002780	Cholestasis, Intrahepatic
MESH:D030401	Cytochrome-c Oxidase Deficiency
MESH:D002549	Diffuse Cerebral Sclerosis of Schilder
MESH:C563602	Mannose-Binding Protein Deficiency
MESH:C562448	Lipodystrophy, Partial, Acquired
DOID:161	Keratosis
MESH:C580002	Combined Malonic and Methylmalonic Aciduria
MESH:C564469	Lymphoproliferative Syndrome, X-Linked, 2
MESH:C535683	Rigid spine syndrome
DOID:1056	Oculocerebrorenal syndrome
MESH:D051436	Renal Insufficiency, Chronic
MESH:C535899	Limb-girdle muscular dystrophy, type 2B
MESH:C567733	Cardiomyopathy, Dilated, 1CC
ICD10:M913	Pseudocoxalgia  unspecified hip
MESH:D016640	Diabetes, Gestational
MESH:D000437	Alcoholism
ICD10:I456	Pre-excitation syndrome
ICD10:L309	Dermatitis  unspecified
MESH:C567212	Ciliary Dyskinesia, Primary, 11
ICD10:O72	Third-stage hemorrhage
ICD10:Q91	Trisomy 18  nonmosaicism (meiotic nondisjunction)
ICD10:G81	Flaccid hemiplegia affecting unspecified side
ICD10:F39	Unspecified mood [affective] disorder
MESH:D006712	Homocystinuria
MESH:D013132	Spinocerebellar Degenerations
MESH:D056006	Leprosy, Multibacillary
DOID:0080597	Kleefstra syndrome
MESH:D018981	Congenital Disorders of Glycosylation
DOID:0111536	Buschke-Ollendorff syndrome
MESH:C536708	Wilson-Turner X-linked mental retardation syndrome
MESH:C548072	Pontocerebellar Hypoplasia Type 3
DOID:3753	Hermansky-Pudlak syndrome
MESH:C536053	Osteopathia striata cranial sclerosis
MESH:C537021	Kenny-Caffey syndrome, Type 1
MESH:C562840	Breast Cancer, Familial
ICD10:G130	Paraneoplastic neuromyopathy and neuropathy
MESH:C536722	ZAP70 deficiency
MESH:C538263	Atrial septal defect 2
DOID:0070309	Absence epilepsy
MESH:D006954	Hyperlipoproteinemia Type V
DOID:0060058	Lymphoma
MESH:D010520	Aggressive Periodontitis
DOID:12132	Granulomatosis with polyangiitis
DOID:9970	Obesity
DOID:1574	Alcohol use disorder
MESH:D049950	Hyperparathyroidism, Primary
MESH:D003483	Cutis Laxa
DOID:0060472	Kindler syndrome
MESH:D014717	Vertigo
MESH:D001791	Blood Platelet Disorders
ICD10:E702	Disorder of tyrosine metabolism  unspecified
DOID:5679	Retinal disease
DOID:0080467	Developmental and epileptic encephalopathy 2
MESH:C563560	Spinal Muscular Atrophy, Childhood, Proximal, Autosomal Dominant
ICD10:E79	Hyperuricemia w/o signs of inflam arthrit and tophaceous dis
DOID:7	Disease of anatomical entity
DOID:0060442	Stromal dystrophy
DOID:0080713	MECP2 duplication syndrome
MESH:D010024	Osteoporosis
MESH:C567708	Muscular Dystrophy, Congenital, Lmna-Related
MESH:C538155	Syndactyly, type v
DOID:0050559	Fukuyama congenital muscular dystrophy
MESH:C563160	Oculodentodigital Dysplasia
ICD10:M311	Thrombotic microangiopathy
MESH:C563023	Alpha-Thalassemia Myelodysplasia Syndrome
DOID:206	Hereditary multiple exostoses
DOID:0050460	Wolf-Hirschhorn syndrome
MESH:D014313	Trismus
MESH:C536654	Phosphoenolpyruvate carboxykinase deficiency
DOID:2717	Bloom syndrome
MESH:C564307	Combined Immunodeficiency with Autoimmunity and Spondylometaphyseal Dysplasia
DOID:0050473	Alstrom syndrome
DOID:5656	Cranial nerve disease
MESH:C565850	Chorioretinal Dystrophy, Spinocerebellar Ataxia, and Hypogonadotropic Hypogonadism
MESH:C535684	Ring dermoid of cornea
ICD10:F32	Major depressive disorder  single episode  mild
DOID:0111933	Phosphoglycerate kinase 1 deficiency
DOID:4624	Ollier disease
ICD10:K83	Cholangitis
MESH:C567263	Retinitis Pigmentosa 7, Digenic
DOID:8501	Fundus dystrophy
DOID:9255	Frontotemporal dementia
MESH:D001523	Mental Disorders
ICD10:L04	Acute lymphadenitis of face  head and neck
MESH:C538068	Fructosuria
DOID:11721	Glycogen storage disease VII
MESH:D014256	Trichotillomania
MESH:D012163	Retinal Detachment
MESH:D006223	Hamartoma Syndrome, Multiple
MESH:C536416	Primary lateral sclerosis juvenile
ICD10:C7	Malignant neoplasm of cerebral meninges
MESH:C567680	Waardenburg Syndrome, Type 4b
DOID:14778	blepharophimosis, ptosis, and epicanthus inversus syndrome
MESH:C538089	Oto-palato-digital syndrome, type 2
MESH:D008944	Mitral Valve Insufficiency
ICD10:H319	Unspecified disorder of choroid
MESH:C535507	MYH9-Related Disorders
DOID:0050657	Bannayan-Riley-Ruvalcaba syndrome
MESH:C563799	Amish Infantile Epilepsy Syndrome
DOID:0111824	Aarskog syndrome
MESH:C535898	Limb-girdle muscular dystrophy, type 1B
MESH:C562901	Nephrolithiasis, X-Linked Recessive, with Renal Failure
MESH:D008268	Macular Degeneration
ICD10:Q03	Malformations of aqueduct of Sylvius
DOID:0111073	Progressive familial heart block
DOID:418	Systemic scleroderma
ICD10:G241	Genetic torsion dystonia
MESH:D009506	Nevus
MESH:D009205	Myocarditis
MESH:D054081	Malformations of Cortical Development, Group II
MESH:D007011	Hypoparathyroidism
DOID:8691	Mycosis fungoides
MESH:D000562	Amebiasis
DOID:0111343	Lateral meningocele syndrome
MESH:D013494	Supranuclear Palsy, Progressive
MESH:C567683	Cardiomyopathy, Dilated, 1EE
DOID:0050678	Blau syndrome
DOID:3191	Nemaline myopathy
MESH:D003555	Cystinuria
ICD10:E803	Defects of catalase and peroxidase
DOID:162	Cancer
MESH:C536787	Spastic ataxia Charlevoix-Saguenay type
ICD10:H359	Unspecified retinal disorder
MESH:D057066	Low Tension Glaucoma
DOID:6498	Seborrheic keratosis
MESH:D011655	Pulmonary Embolism
MESH:C537745	Olivopontocerebellar hypoplasia, fetal-onset
MESH:C563475	Paroxysmal Extreme Pain Disorder
ICD10:H42	Glaucoma in diseases classified elsewhere
MESH:D007340	Insulinoma
DOID:3213	Demyelinating disease
DOID:3042	Allergic contact dermatitis
MESH:D015526	AIDS Dementia Complex
MESH:D054546	Neuroacanthocytosis
MESH:C537839	Majeed syndrome
MESH:C537115	Lenz Majewski hyperostotic dwarfism
MESH:C566550	Amyotrophic Lateral Sclerosis 4, Juvenile
MESH:C563136	Mental Retardation, X-Linked 3
MESH:C537213	Kohlschutter Tonz syndrome
ICD10:L732	Hidradenitis suppurativa
MESH:D018222	Fibromatosis, Aggressive
MESH:D006009	Glycogen Storage Disease Type II
MESH:C537724	Lujan Fryns syndrome
DOID:0050777	Joubert syndrome
MESH:C535781	Spondylocostal dysostosis, autosomal recessive
ICD10:E039	Hypothyroidism  unspecified
MESH:D019080	Cafe-au-Lait Spots
MESH:C567036	Tooth Agenesis, Selective, 3
MESH:C538001	Dystonia 12
DOID:14743	Trichorhinophalangeal syndrome type I
MESH:C564608	Thyroid Dyshormonogenesis 6
MESH:D056889	Barth Syndrome
DOID:0090003	Agenesis of the corpus callosum with peripheral neuropathy
ICD10:C95	Acute leukemia of unsp cell type not achieve remission
MESH:D009190	Myelodysplastic Syndromes
DOID:0090005	Schwartz-Jampel syndrome 1
MESH:D006955	Hypernatremia
DOID:0060051	Autoimmune disease of cardiovascular system
MESH:D002294	Carcinoma, Squamous Cell
MESH:D001260	Ataxia Telangiectasia
MESH:C565495	Hyperphosphatasia with Mental Retardation
DOID:0080768	pyridoxine-dependent epilepsy
MESH:D016112	Ichthyosis Vulgaris
MESH:C564404	Mental Retardation, Autosomal Recessive 2
MESH:C567714	Mental Retardation, Autosomal Recessive 13
DOID:0111910	Spermatogenic failure
DOID:12117	Pulmonary alveolar microlithiasis
DOID:0111540	Prolidase deficiency
DOID:0110461	X-linked dilated cardiomyopathy
MESH:C564694	LIG4 Syndrome
DOID:2217	Bernard-Soulier syndrome
MESH:D053579	Gitelman Syndrome
DOID:850	Lung disease
DOID:6620	X-linked hyper IgM syndrome
MESH:C567374	Skin-Hair-Eye Pigmentation, Variation In, 11
MESH:D007003	Hypoglycemia
ICD10:C92	Acute myeloblastic leukemia  not having achieved remission
MESH:D001168	Arthritis
MESH:C565231	MODY, Type 6
MESH:C536739	Wolcott-Rallison syndrome
MESH:C563649	Keratoconus 1
MESH:C536141	Megalencephalic leukoencephalopathy with subcortical cysts
MESH:C562924	Dowling-Degos Disease
MESH:D015223	Wolman Disease
DOID:5723	Optic atrophy
ICD10:L0	Staphylococcal scalded skin syndrome
MESH:C567691	Factor Xiii, A Subunit, Deficiency Of
MESH:D019871	Dyskeratosis Congenita
DOID:12580	Cri-Du-Chat syndrome
MESH:D016864	Li-Fraumeni Syndrome
MESH:C567479	Mental Retardation, X-Linked 94
MESH:D002781	Cholesteatoma
MESH:C536022	Marles Greenberg Persaud syndrome
MESH:C562873	Specific Granule Deficiency
MESH:D013920	Thrombocythemia, Essential
MESH:C535756	Congenital disorder of glycosylation, type 2G
ICD10:D593	Hemolytic-uremic syndrome  unspecified
DOID:8398	Osteoarthritis
MESH:C567672	Bifid Nose With Or Without Anorectal And Renal Anomalies
MESH:C563425	Diabetes Mellitus, Permanent Neonatal
MESH:C535797	Spondylometaphyseal dysplasia, Kozlowski type
MESH:D007566	Jaundice, Chronic Idiopathic
MESH:C566386	Thyroid Adenoma, Hyperfunctioning
MESH:C536285	Iminoglycinuria
MESH:C567084	Neuronopathy, Distal Hereditary Motor, Type IIB
MESH:C563802	Fanconi Anemia, Complementation Group I
DOID:0060429	Chromosomal duplication syndrome
MESH:C536717	Young Simpson syndrome
MESH:D009222	Myotonia
DOID:12558	Chronic progressive external ophthalmoplegia
MESH:C563268	Ectopia Lentis with Ectopia of Pupil
DOID:1100	Ovarian disease
ICD10:K039	Disease of hard tissues of teeth  unspecified
MESH:C562546	Megalodactyly
MESH:D003731	Dental Caries
DOID:445	Bartter disease
MESH:C567280	Diamond-Blackfan Anemia 5
DOID:0111338	Isolated elevated serum creatine phosphokinase levels
DOID:7188	Autoimmune thyroiditis
DOID:10383	Amyotrophic neuralgia
MESH:D001997	Bronchopulmonary Dysplasia
MESH:C536426	Cleft palate X-linked
MESH:C535586	Carnevale syndrome
MESH:C536231	familial dilated cardiomyopathy
MESH:D002925	Ciliary Motility Disorders
ICD10:M1	Idiopathic gout  unspecified site
DOID:10481	Diaphragm disease
MESH:C537559	Jackson-Weiss syndrome
MESH:C567725	Cardiomyopathy, Dilated, 1DD
MESH:C562594	Glycogen Storage Disease IB
ICD10:K31	Acute dilatation of stomach
ICD10:C2	Malignant neoplasm of rectum
MESH:D012804	Sick Sinus Syndrome
DOID:14791	Leber congenital amaurosis
ICD10:M06	Rheumatoid arthritis without rheumatoid factor  unsp site
DOID:0060728	NGLY1-deficiency
DOID:8552	Chronic myeloid leukemia
MESH:C537908	Barber Say syndrome
MESH:C566865	Ataxia-Telangiectasia Variant
DOID:0050571	Congenital disorder of glycosylation type II
MESH:D054990	Idiopathic Pulmonary Fibrosis
MESH:D003324	Coronary Artery Disease
MESH:C562393	Melanoma, Cutaneous Malignant
MESH:C567640	Plasminogen Activator Inhibitor-1 Deficiency
MESH:D003638	Deafness
MESH:D015207	Osteoarthritis, Hip
MESH:C536463	Waardenburg syndrome type 2
DOID:0111782	Otopalatodigital syndrome spectrum disorder
MESH:D008141	Lordosis
MESH:C535677	Richieri Costa Pereira syndrome
MESH:C565046	Epiphyseal Dysplasia, Multiple, with Myopia and Conductive Deafness
MESH:D007037	Hypothyroidism
DOID:0111454	SHORT syndrome
DOID:9273	Citrullinemia
MESH:C535737	Ethylmalonic encephalopathy
MESH:C537984	Charcot-Marie-Tooth disease, Type 1C
DOID:14497	Wolman disease
DOID:0111161	Crouzon syndrome-acanthosis nigricans syndrome
MESH:D020215	Carotid Artery, Internal, Dissection
DOID:0080352	X-linked chondrodysplasia punctata 2
MESH:C567709	Muscular Dystrophy, Congenital, Due To Integrin Alpha-7 Deficiency
DOID:0050639	Primary cutaneous amyloidosis
MESH:D053713	Azoospermia
MESH:D005910	Glioma
MESH:C567436	Spinocerebellar Ataxia, Autosomal Recessive 9
MESH:D018303	Ganglioglioma
ICD10:H494	Progressive external ophthalmoplegia  unspecified eye
AmyCo:33	Wild type beta-2-microglobulin-related Amyloidosis
DOID:3963	Thyroid gland carcinoma
DOID:0050887	Townes-Brocks syndrome
MESH:D003371	Cough
DOID:0060175	Succinic semialdehyde dehydrogenase deficiency
MESH:C566911	Renal Tubular Acidosis, Distal, With Normal Red Cell Morphology
DOID:0110636	Congenital merosin-deficient muscular dystrophy 1A
MESH:C545036	Low Molecular Weight Proteinuria with Hypercalciuria and Nephrocalcinosis
DOID:0080009	X-linked dominant disease
MESH:C563720	Deafness, Autosomal Recessive 48
MESH:C537565	Jarcho-Levin syndrome
MESH:D005530	Foot Deformities
MESH:D008382	Marfan Syndrome
MESH:C563212	Ribose 5-Phosphate Isomerase Deficiency
MESH:C565095	Megaloblastic Anemia due to Dihydrofolate Reductase Deficiency
MESH:D018322	Angiofibroma
DOID:0080033	Craniometaphyseal dysplasia
MESH:C538356	Potocki-Shaffer syndrome
MESH:D004915	Leukemia, Erythroblastic, Acute
MESH:C580192	Immune Dysregulation, Polyendocrinopathy, Enteropathy, X-Linked Syndrome
DOID:14447	Gonadal dysgenesis
DOID:302	Substance abuse
MESH:C565375	Mitochondrial Complex II Deficiency
MESH:C564567	Simpson-Golabi-Behmel Syndrome, Type 2
DOID:0111550	scalp-ear-nipple syndrome
ICD10:K76	Fatty (change of) liver  not elsewhere classified
MESH:D001172	Arthritis, Rheumatoid
MESH:C538639	Sarcoma family syndrome of Li and Fraumeni
MESH:D006556	Heroin Dependence
DOID:2512	Nevoid basal cell carcinoma syndrome
DOID:0060695	Hyperekplexia
MESH:C566005	Cardiomyopathy, Familial Hypertrophic, 1
ICD10:D821	Di George's syndrome
DOID:0060763	X-linked juvenile retinoschisis 1
DOID:0080121	Mitochondrial DNA depletion syndrome 3
DOID:0060465	Fibrochondrogenesis
MESH:C564547	Mental Retardation, X-Linked 72
MESH:C537875	Laryngeal cleft
